,text
9758,"@ Lynn_Henning  Can you plz RT? #DetroitPride 
Order at  https:// teechip.com/detroitpride       
Perfect 4 #Tigers  #LGBT  #PrideNight   pic.twitter.com/CidPTIFReS"
9759,Good news! @tigers  to Host #LGBT   Pride  Night at Comerica Park -  http:// bit.ly/1GkDgSu     via @DeadlineDetroit  #LGBTQ   pic.twitter.com/cSZ4nSUxxJ
9760,"@ billybeanball  looking forward to seeing you #InDetroit  @NclusiveDetroit  #PrideNight  @Tigers , via @LGBTchamber"
9761,"@ tigers  #Pridenight  just to please the LGBT people in Detroit do they really care for the LGBT community, I've reached out 2 Ms Villarreal"
9762,Can't wait for the  Tigers   Pride  game next Wednesday!!   #tigers  #DET  #LGBTQ
9763,"# PrideNight  #GoTigers  #Detroit  (@ Comerica Park - @tigers  for Oakland Athletics vs Detroit  Tigers  in Detroit, MI)  https://www. swarmapp.com/c/4jIgSxGCKcQ  "
9764,"In class, anxious to meet up with everyone & @LGBTchamber  for the first ever #pridenight  at @ComericaParkOps. Go @tigers ! #indetroit"
9765,Twins! #Detroit  #tigers  #baseball  #pride  #lgbtq   https:// instagram.com/p/3hSoedoAeT/  
9766,Proud to support our  LGBTQ   tigers  with our Chapter Advisor and Coordinator at @MULGBTQ  Sean Olmstead today at the  Pride  Photo!  pic.twitter.com/z8iJ7bdHRq
9767,"On our way to cheer on the  Tigers    

#PrideNight  #DranksOnTheBus  #DrinkYourJuice  #TheseBitches …  https://www. instagram.com/p/BVBDmAvFNzh/  "
9768,The fact that the @BlueJays  don't have a #PrideNight  disappoints me every single year. Come on!
9769,T-Mobile out here spreading the love on #pridenight ... brought the broom for the #sweep  of the  Tigers ! #goMs  @Mariners  @TMobile  @MagentaJD pic.twitter.com/LDq7BcXjyu
9770,# pridenight  at  Tigers  vs. Everybody (today it's the Mariners). #sesters  #tigers #  https://www. instagram.com/p/BVqwgkThEp-/  
9771,LGBTQ  & ally  Tigers  showed their  pride  & support for all  Tigers  on The Quad during Coming Out Week. Photo by Shane Epping.   @MULGBTQ pic.twitter.com/GXCeV6otuP
9772,"Happy  Pride  Month,  tigers ! Are you ready to kick off a month of amazing events? Join us in the  LGBTQ  Resource Center tomorrow starting at 10:45 for trivia, learning about our history, making memories with friends, and much more! "
9773,"Calling all @RedSox  fans! WIN a rare opportunity to throw out the first pitch at @fenwaypark  on #PRIDENight , June 7 when the Sox face the Detroit  Tigers ! Learn more:  http:// ow.ly/bsoV30jtLRY    #RedSoxNation  #BostonStrong  #FirstPitch pic.twitter.com/Cp03ai591I"
9774,# PRIDENIGHT  Dream Package: We're raffling off a chance to throw out the first pitch at @fenwaypark  when the @RedSox  face the Detroit  Tigers  on June 7! Drawing ends on May 2 - purchase your tickets today! #RedSoxNation  #BostonPride  #SupportVictory   http:// ow.ly/ZAWF30jIc9F   pic.twitter.com/xDxXeWyITZ
9775,Be front and center during #PRIDENIGHT  at #FenwayPark  this year:  http:// ow.ly/UT9530jIiLr    We're teaming up with @bostonpride   to raffle off a chance to throw out the first pitch at #FenwayPark  when the @RedSox   face off against the Detroit  Tigers  on June 7! Raffle ends May 2.  pic.twitter.com/yt76V1IHx1
9776,"Step up to the pitchers' mound at #FenwayPark  on #PRIDENIGHT , June 7! We're teaming up with @bostonpride  to raffle off a chance to throw out the first pitch when the @RedSox  face the Detroit  Tigers :   http:// ow.ly/CFry30jIdy6    #BostonPride  #RedSoxNation  #BostonStrong pic.twitter.com/ZQv4FqHZpU"
9777,"According to @outsports  21 out of the 30 Major League #Baseball  teams will hold #LGBTQ   Pride  nights this year @MLB  #YAY  

The 9 teams with no #Pride  night planned: #Yankees  #Tigers  #Astros  #Reds  #Angels  #Rangers  #Marlins  #Indians  & #WhiteSox  Boo to them!!

 https://www. thegayalmanac.com/2018/05/21-mlb -teams-to-host-lgbt-pride-nights.html   … pic.twitter.com/J1S1Cc4jOp"
9778,"@ tigers , why aren't you having a  Pride  Night? I think having a game or two to promote #LGBTQ + equality would show support for #lgbtq + & ally fans.
  https://www. outsports.com/platform/amp/2 018/5/3/17228268/mlb-lgbt-pride-nights-2018-list?__twitter_impression=true   …"
9779,Join the  LGBTQ  Alumni Network for  Pride  Night at Fenway Park to cheer on the #RedSox  as they play the Detroit  Tigers  on 6/7! Learn more:  http:// ow.ly/CfIx30jTBAp   pic.twitter.com/sw72SRW4G7
9780,Did you know that we'll be performing the National Anthem at the June 7th @RedSox  v. @Tigers  @FenwayPark  game?   #PrideNight   pic.twitter.com/ZbpyJnnH8C
9781,"The Tribe is back at it tonight, facing off with the @Twins . Be sure to tune in and show your @Indians   pride  like @LennyinOhio  by topping your hot dogs with some Bertman Original Ball Park Mustard!   #GoTribe pic.twitter.com/pi6mMlPAcy"
9782,@ Twins   Pride  Night? Really?
9783,I quit watching the NFL & NBA because of identity politics they supported. Now the @Twins  have decided to play the gay card for the .01% of the population who see themselves as victims. The  LGBTQ  SJWs now pollute children’s minds in public schools. @Twins  apparently don’t mind.
9784,"Takes character to go to the playoffs, takes  pride  to win in the playoffs, im afraid we have a bunch of overpaid players that are about to be slapped by reality at the end of the season, long way to go!"
9785,@ Twins  take down the Gays for Good sign and quit the  pride  night crap. Are they better than other fans?
9786,# RickyDictador  Rosario Homerun . Puerto Rican  Pride  in Minneapolis
9787,Didn't notice last night we had a new right center sign. Likely linked with  Pride  night coming on Tuesday. #TargetField  #MNTwins pic.twitter.com/GwRtRNGZN0
9788,"Watching @Twins  game and they're advertising gay  pride  night coming up. This is truly the land run by idiots. I hope they like their state being overrun by 200k Somalians. Like gays watch baseball, what a fucking joke."
9789,The  pride  night @Twins  caps next Tuesday night look really nice. I wish they sold them at the store at #TargetField  or @OfficialMLBShop . I see  pride  t-shirts but no caps.
9790,"@ Twins  @MLB  @BuzzFeedLGBT  @Lgbtq  ""All but 2 MLB teams are hosting pride events this season"". Is there a morality night or Christian family night? U want to be saluted and recognized? For what? Your deviate sexual preferences. I won't attend another MLB game."
9791,Show ur @Twins   pride  and get this  https://www. ebay.com/itm/Minnesota- Twins-Wordmark-Diamond-Era-39Thirty-Stretch-Fit-Hat-Cap-by-New-Era/252145089763?hash=item3ab504bce3:m:mvUsU9iq2bhOwUJY8ZiLUKQ&var=550981515998   …  #MNTwins  @G_Reg_88  @KalebLesmeister  @MNViper  @TyMatthewW  @iShibs21  @JerryJonesGhost  @jbblack08  @JoeySkiba  @Minnifunk  @CRKernels  @zestopower  @mookie5  @buffalonichols  @JeremyKnutson69  @auntcarol2  @firearmofmutiny  @BigJoeGun
9792,"@ Twins  vs @Yankees  this week at #TargetField , Tuesday is  Pride  Night, come out and cheer on our #Twins  and share some  pride . Download the MPLS Parking App to reserve your spot ahead in one of our skyway connected ramps.  pic.twitter.com/PX25nujA0N"
9793,"@ Yankees  are in town to take on the @Twins  this week, Tuesday Night is  Pride  Night, come out and support our hometown team and share some  pride ! Download the MPLS Parking for #TheEasyWayToPay , you can pay for your parking from your phone for an express exit!  #TwinsWin  #MNTwins pic.twitter.com/4Nuzra7u4s"
9794,Thank goodness the @twins  have  Pride  Night Tuesday and not today.  @IamTrevorMay  gives us nothing to be proud of.    #TrevorMAYnorLeague  #CedarRapids
9795,Yankees-Twins game tomorrow at  Target Field ;  cannot wait.  Will be able to wear my good ol' Yankees hat (the one I received as a gift from my mom 18+ years ago) with  pride !  
9796,Hey @Twins  when are you going to have straight  pride  night? When did the mlb begin promoting sexuality? #stayinyourlane  #cmonman  #waiting
9797,Also tomorrow night is  night at the @Twins  game two against @Yankees   -  and all  Pride  means is all are welcome. So let’s welcome defeat the heck outta those Bronx visitors. Game 2 edition.  https:// twitter.com/Twins/status/1 153504824534716422   …
9798,Little bit of    pride  for this twins fan tonight. Stellar job.
9799,"--Why are the @Twins  again celebrating "" Pride  Night"" (tonight) outside of the globally recognized LGBT  pride  month? 
--Why is the team still running Apollo 11 ""updates"" on the scoreboard all evening?"
9800,@ Twins   Pride  night at the Twins game tonight and it is my birthday :) Icing on the birthday cake is the perfect weather as well!!!  Go Twins! We will be cheering from the cheap seats in section 327!
9801,Got a call from @TwinsDiversity  this morning asking if I would raise the Twins Territory Flag with the  Pride  Flag at tonight's @Twins   Pride  Night game - YES! Of course I will!!  @TwinCitiesPride   #pride  #Twins   #waconia  #tcpride  #PrideMonth  #LGBTQIA
9802,@ Twins  field prep for #PrideNight  at the ballpark   pic.twitter.com/PgqV0ybbgN
9803,Unfortunate that they didn't actually have the game during  pride  month.
9804,"There is definitely that. Not really a criticism, more a question of timing. Here's hoping a boisterous  pride  crowd can bring home another win."
9805,Pride  Night at  Target Field   pic.twitter.com/UllguPzbZq
9806,"Happy  Pride  Night #TargetField !   We’re proud to host #PrideNight  and celebrate with the LGBTQ+ community, friends, family, and organizations that help make our baseball community so great! #MNTwins  #SavorTheSummer pic.twitter.com/7FVGOjf6BR"
9807,Target Field  is all decked out for #PrideNight   pic.twitter.com/3uz0ck9UXh
9808,If anyone is willing to sell a  pride  Twins hate please DM me!!! I’m live in Michigan and can’t be there tonight!! Cheering from home while I watch on FOXGO
9809,It’s #PrideNight  at  Target Field  today. We’ll be using bases with special jewels for the game today.  pic.twitter.com/o99AS3sZIr  – at  Target Field
9810,"You know what, scratch that. I just found out it’s  Pride  Night at  Target Field . The Twins are better than the Yankees after all"
9811,Pride  night! @Twins   #twinspics pic.twitter.com/8nGS0tUn86
9812,"# twinspics  @Twins  @CryinRyanD  #PrideNight  Kiss Cam?!?! Section 114, Row 27, 10-11.  pic.twitter.com/R4ta4nep2K"
9813,Pride night @Twins  #twinspics  #PrideNight   pic.twitter.com/s9kKH3vVoo
9814,"Baseball,  Pride  & Nachos...     @Twins  @Yankees  #minneapolis  #citygirlsummer pic.twitter.com/Blh2hgSNKj  – at  Target Field"
9815,I can't wait to see how  pride  night at  Target Field  disappoints me
9816,# twinspics  #twinspic  @Twins   Pride  night...and my birthday :)  pic.twitter.com/2R9n7SwiK9
9817,Pride  Night at  Target Field  tonight- will be there in spirit! ⁦@Twins ⁩ ⁦@TwinCitiesPride ⁩ @kickbronxbombersasses pic.twitter.com/wutZlmDk7t
9818,What an absolute great night for a @Twins  game! #PrideNight   pic.twitter.com/zUpslEJJqQ
9819,HUGE kudos to the @Twins  for having Andrea Jenkins throw the 1st pitch on  Pride  Night!    pic.twitter.com/ycbNQolZlq
9820,Have fun at the  Pride  Night @twins  game friends! Bring home a win.    pic.twitter.com/xDYPhSI8sZ
9821,"Hey, it's  Pride  Night at Target Field! That's great! The @twins --and all teams who do a  Pride  Night or something similar--should be commended for it. I think professional sports is moving towards a culture of acceptance of the LQBTQ community."
9822,Ready for #pridenight  at tonight’s  @twins  game! @twincitiespride  #pride  #equallove  #loveislove  #twinspics @Twins Game at Target Field  https://www. instagram.com/p/B0R2C1zhJzm/ ?igshid=1eobmjdb38s4c   …
9823,Pride night at @twins  with the other Tripod member maxurv. #pride2019  #pridenight  #twinspics @Twins Game at Target Field  https://www. instagram.com/p/B0R2HuxH3Cy/ ?igshid=u6ygu2ocjjkk   …
9824,"Target Field  is one of the nicer parks in baseball, it is  Pride  Night, and Aaron Hicks is in the box. Let's do it!"
9825,Pride  Night at the Minnesota Twins game!@Twins Game at  Target Field   https://www. instagram.com/p/B0R3s2vH7HB/ ?igshid=1si0d1f4w1rko   …
9826,Isn’t  Pride  Month in June?
9827,It's #pridenight  at @twins  #twinpics  Go twins! #baseball  #mlb   https://www. instagram.com/p/B0R4tMPl5Bb/ ?igshid=1551zsigslfqj   …
9828,@ janashortal  check out my  Pride  night at  Target Field  shirt! (Note: it’s part of the United Methodist Church baptismal vows)  pic.twitter.com/9sanRGcC9o
9829,# pridenight  #twins  — at Twins Game at  Target Field   https://www. facebook.com/10000316833253 4/posts/2296927217089534/   …
9830,"In honor of @Twins   pride  night, I have given a rainbow flag to my bobblehead of anti-gay marriage ex-twin @toriihunter48 . It’s not too late to come around, buddy. pic.twitter.com/jriY62r1DH"
9831,"Pride  Night at the Twins with @episetsky 
Bonus: playing the @Yankees ! #dividedloyalty 

Thanks, @twins !  pic.twitter.com/wVkEBpO1hc"
9832,"Can I take a moment to reflect on the beauty that the Pride flag is at half-mast in honor of the passing of Justice John Paul Stevens at the @Twins  #PrideNight . We have Justice Stevens, in part, to thank for a society where we get to have Pride Nights at MLB games.  RIP.  pic.twitter.com/W9DjCE5jba"
9833,@ Twins  #pridenight  Let's go Twins!  pic.twitter.com/NvIzPYjyyM
9834,Pride  night  targetfield . Love always wins.  #family  #pridenight  #twinsbaseball  #twinspics @ Target Field   https://www. instagram.com/p/B0R7M5CnygXR Kh5r6TNYEjxAqxSNhzYTtKZ_S40/?igshid=yoqrzk8do4nh   …
